Date,Pilot in Command,Aircraft Type,Registration,Departure,Arrival,Departure Time,Arrival Time,Total Time,SEL,SES,MEL,MES,Helicopter,Gyroplane,Powered Lift,Glider,Balloon,Airship,Solo,PIC,SIC,Dual Received,Instructor,Cross Country,Night,Actual Instrument,Simulated Instrument,Full Flight Simulator,Flight Training Device,Aviation Training Device,Takeoffs Day,Takeoffs Night,Landings Day,Landings Night,Precision Approaches,Non-Precision Approaches,Holding Patterns,Glider/Lighter-than-Air Launch Type,Remarks
2025-08-07,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — short field
2025-08-05,Emily Carter,Piper PA-28-181,N734RL,KHWD,KMRY,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Monterey morning
2025-08-03,Aisha Patel,Diamond DA40,N406TS,KHWD,KHWD,1100,1145,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — navigation
2025-08-01,Emily Carter,Bell 206B3,N206BL,KPAO,KPAO,1300,1345,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Bell proficiency
2025-07-30,Marcus Webb,Cessna 172S,N2860Q,KPAO,KSNS,0800,0920,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Salinas XC
2025-07-28,Emily Carter,Mooney M20J,N201MJ,KPAO,KLAX,0600,0800,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,LA trip
2025-07-26,James Nguyen,Cessna 172S,N734SP,KHWD,KHWD,1000,1100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Local review
2025-07-24,Emily Carter,Cessna 172S,N2860Q,KPAO,KPAO,1930,2030,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night currency
2025-07-22,Sarah Chen,Cirrus SR22,N900AT,KPAO,KTRK,0700,0745,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Truckee morning
2025-07-20,Emily Carter,Piper PA-28-181,N734RL,KHWD,KRHV,1500,1600,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Hop to Reid
2025-07-18,Eric Silva,Cessna 182T,N9126E,KPAO,KTVL,0900,1045,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Tahoe run
2025-07-16,Aisha Patel,Cessna 172S,N2860Q,KPAO,KWVI,1000,1120,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Watsonville XC
2025-07-14,Emily Carter,Van's RV-10,N1024V,KPAO,KPAO,1600,1700,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Scenic flight
2025-07-12,James Nguyen,Robinson R22,N630SH,KHWD,KHWD,0900,1000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,R22 — auto-rotations
2025-07-10,Emily Carter,Beechcraft Baron 58,N8688Q,KPAO,KSBA,1100,1230,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,
2025-07-08,Marcus Webb,Piper PA-44-180,N447PA,KPAO,KAPC,1000,1115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi rating practice
2025-07-06,Emily Carter,Cessna 172S,N2860Q,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Proficiency flight
2025-07-04,James Nguyen,Cessna 172S,N734SP,KHWD,KHWD,0800,0830,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,4th of July — quick hop before fireworks
2025-07-02,Emily Carter,Cessna 172S,N2860Q,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Solo pattern work
2025-06-30,Sarah Chen,Piper PA-28-181,N734RL,KHWD,KMRY,1400,1530,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Afternoon coastal flight
2025-06-28,Marcus Webb,Diamond DA40,N406TS,KLVK,KLVK,1000,1100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Touch-and-go practice
2025-06-26,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1600,1700,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual — emergency descent
2025-06-24,Emily Carter,Cirrus SR22,N900AT,KPAO,KTRK,0600,0645,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Dawn patrol to Truckee
2025-06-22,Aisha Patel,Cessna 172S,N734SP,KPAO,KWVI,1100,1215,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Lunch at Watsonville
2025-06-20,Emily Carter,Beechcraft Baron 58,N8688Q,KPAO,KSBA,0800,0930,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,
2025-06-18,Sarah Chen,Mooney M20J,N201MJ,KPAO,KPHX,0600,0900,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Phoenix weekend
2025-06-16,Emily Carter,Cessna 172S,N2860Q,KPAO,KAPC,1000,1115,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual — instrument practice
2025-06-14,Marcus Webb,Piper PA-44-180,N447PA,KHWD,KMRY,0900,1020,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi XC
2025-06-12,James Nguyen,Robinson R22,N630SH,KHWD,KHWD,0900,0945,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Helicopter — hover autos
2025-06-10,Emily Carter,Diamond DA40,N406TS,KPAO,KPAO,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night pattern
2025-06-08,Eric Silva,Cessna 182T,N9126E,KPAO,KTVL,0630,0800,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Tahoe morning
2025-06-06,Emily Carter,Cessna 172S,N734SP,KHWD,KHWD,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Local proficiency
2025-06-04,James Nguyen,Cessna 172S,N2860Q,KPAO,KSNS,1000,1120,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Salinas run
2025-06-02,Aisha Patel,Piper PA-28-181,N734RL,KPAO,KAPC,1400,1515,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Napa afternoon
